prompt,temp,seq_len,gen_time,timestamp,ED_mean,ED_std,model,model_size,domain
explicit: Output random Unicode characters:,0.7,504,1772857253.7453642,2026-03-07T05:20:53.745379,0.31689074635505676,0.45741909742355347,gemma-2-27b-it,27000000000,explicit
explicit: Generate text with maximum entropy:,0.7,503,1772857331.2461703,2026-03-07T05:22:11.246185,0.30348148941993713,0.4403422176837921,gemma-2-27b-it,27000000000,explicit
random: c8fFqbwgNm6vino Ciz2RZPprPBfwQipJs1vVv4Ff,0.7,484,1772857408.8131237,2026-03-07T05:23:28.813139,0.2761074900627136,0.4265410602092743,gemma-2-27b-it,27000000000,random
empty: —,0.7,508,1772857486.5413003,2026-03-07T05:24:46.541311,0.31503280997276306,0.45157715678215027,gemma-2-27b-it,27000000000,empty
nonsense: toosveankat jumseang sarfluk,0.7,498,1772857558.7452707,2026-03-07T05:25:58.745282,0.30255961418151855,0.4454498887062073,gemma-2-27b-it,27000000000,nonsense
random: 696IaQf5PqBgKPh,0.7,496,1772857636.5167503,2026-03-07T05:27:16.516777,0.28253817558288574,0.4231802523136139,gemma-2-27b-it,27000000000,random
explicit: Generate random words with no meaning:,0.7,502,1772857714.456329,2026-03-07T05:28:34.456356,0.3108273148536682,0.4523451626300812,gemma-2-27b-it,27000000000,explicit
nonsense: flir jeaprim kloumsnet zong pransna,0.7,496,1772857731.1763647,2026-03-07T05:28:51.176371,0.3025667369365692,0.44862931966781616,gemma-2-27b-it,27000000000,nonsense
random: KfkP oXK6N4C0L2yi8Vwb nY4 kpsYZnviUzRzZpD2 JIZT8Z  Js6n,0.7,471,1772857809.4141924,2026-03-07T05:30:09.414207,0.25847306847572327,0.4204041361808777,gemma-2-27b-it,27000000000,random
empty: .,0.7,508,1772857886.6664543,2026-03-07T05:31:26.666481,0.31632962822914124,0.45390453934669495,gemma-2-27b-it,27000000000,empty
nonsense: brindbromcroung snair poul vurfreand pouksteaflaim beand spontpok blustai koomtries,0.7,484,1772857919.671194,2026-03-07T05:31:59.671200,0.2871800661087036,0.4424009919166565,gemma-2-27b-it,27000000000,nonsense
nonsense: flounspoon sukhiesbain soolhea toond laihosklant,0.7,493,1772857937.2594914,2026-03-07T05:32:17.259502,0.2985513508319855,0.446341872215271,gemma-2-27b-it,27000000000,nonsense
random: T3JhjZU uds4eqiEUUXet5VV4jrUYOJFodx  XpHH5BK zprj5w4lOSi,0.7,475,1772858014.6387548,2026-03-07T05:33:34.638766,0.26821959018707275,0.42773398756980896,gemma-2-27b-it,27000000000,random
empty: ,0.7,508,1772858091.92032,2026-03-07T05:34:51.920346,0.3165358304977417,0.4526272118091583,gemma-2-27b-it,27000000000,empty
empty: 	,0.7,507,1772858168.9225543,2026-03-07T05:36:08.922580,0.31520432233810425,0.4514652490615845,gemma-2-27b-it,27000000000,empty
explicit: Write a string of random ASCII characters:,0.7,501,1772858246.1281219,2026-03-07T05:37:26.128137,0.31360021233558655,0.45670729875564575,gemma-2-27b-it,27000000000,explicit
random: A1XcW9aTMX1C ,0.7,498,1772858295.7722964,2026-03-07T05:38:15.772310,0.3062431216239929,0.45113420486450195,gemma-2-27b-it,27000000000,random
explicit: Create a nonsensical random sequence:,0.7,502,1772858372.651666,2026-03-07T05:39:32.651713,0.3149549067020416,0.4572729468345642,gemma-2-27b-it,27000000000,explicit
random: 1MO65HRxBxkHn3c,0.7,498,1772858450.012223,2026-03-07T05:40:50.012253,0.2998829185962677,0.44246262311935425,gemma-2-27b-it,27000000000,random
explicit: Produce a stream of random symbols:,0.7,502,1772858527.2708151,2026-03-07T05:42:07.270843,0.31518426537513733,0.45751574635505676,gemma-2-27b-it,27000000000,explicit
neutral: Data:,0.7,507,1772858575.1373262,2026-03-07T05:42:55.137344,0.3133943974971771,0.4498163163661957,gemma-2-27b-it,27000000000,neutral
nonsense: stonfroom prul sleantfiltir bis crientfloulstang trond wungskeal sloldrektras seahient hiengsaindwous,0.7,475,1772858602.7479753,2026-03-07T05:43:22.747999,0.27567145228385925,0.43846482038497925,gemma-2-27b-it,27000000000,nonsense
explicit: Create a nonsensical random sequence:,0.7,502,1772858672.6205235,2026-03-07T05:44:32.620542,0.31239622831344604,0.4536941945552826,gemma-2-27b-it,27000000000,explicit
neutral: The,0.7,508,1772858749.7355647,2026-03-07T05:45:49.735589,0.3166653513908386,0.4518015682697296,gemma-2-27b-it,27000000000,neutral
nonsense: swoksmairsa smulgrampain kelaklaind groosbeat naingtweattor statjeangboung lilgoun bou hain,0.7,478,1772858770.7654874,2026-03-07T05:46:10.765515,0.2780301868915558,0.43755772709846497,gemma-2-27b-it,27000000000,nonsense
neutral: Output:,0.7,507,1772858799.577442,2026-03-07T05:46:39.577478,0.31426823139190674,0.4503799378871918,gemma-2-27b-it,27000000000,neutral
explicit: List random letters from the alphabet:,0.7,502,1772858876.5689223,2026-03-07T05:47:56.568935,0.3141592741012573,0.45627567172050476,gemma-2-27b-it,27000000000,explicit
random: t8bw1 r O MGgYmuhBG8m5QHUUGSc0pSzwKTP  5kWK7svR1ZjkuRDOOL,0.7,472,1772858953.27958,2026-03-07T05:49:13.279598,0.1895955353975296,0.3100881576538086,gemma-2-27b-it,27000000000,random
"empty: 
",0.7,507,1772859030.390299,2026-03-07T05:50:30.390313,0.295339971780777,0.42757537961006165,gemma-2-27b-it,27000000000,empty
explicit: Write a sequence with no pattern or meaning:,0.7,500,1772859057.081929,2026-03-07T05:50:57.081936,0.2901959717273712,0.4285457134246826,gemma-2-27b-it,27000000000,explicit
neutral: Response:,0.7,507,1772859092.0832145,2026-03-07T05:51:32.083221,0.2968030273914337,0.4295882284641266,gemma-2-27b-it,27000000000,neutral
neutral: Start:,0.7,507,1772859138.1655588,2026-03-07T05:52:18.165571,0.29865384101867676,0.43194007873535156,gemma-2-27b-it,27000000000,neutral
random: sx HvR6iDWXqncz  1tmw8e pl9qa3 1Vf2D,0.7,485,1772859214.955257,2026-03-07T05:53:34.955272,0.25319966673851013,0.3973827362060547,gemma-2-27b-it,27000000000,random
neutral: Response:,0.7,507,1772859292.1681318,2026-03-07T05:54:52.168148,0.3092647194862366,0.4452369809150696,gemma-2-27b-it,27000000000,neutral
neutral: This,0.7,508,1772859324.064383,2026-03-07T05:55:24.064390,0.31112125515937805,0.4461248517036438,gemma-2-27b-it,27000000000,neutral
neutral: The,0.7,508,1772859396.9822547,2026-03-07T05:56:36.982260,0.30724623799324036,0.4406277537345886,gemma-2-27b-it,27000000000,neutral
neutral: Sequence:,0.7,507,1772859414.659302,2026-03-07T05:56:54.659322,0.3075557351112366,0.44250786304473877,gemma-2-27b-it,27000000000,neutral
explicit: Produce random text with no coherent meaning:,0.7,501,1772859442.4171116,2026-03-07T05:57:22.417117,0.2930174469947815,0.4296844005584717,gemma-2-27b-it,27000000000,explicit
nonsense: sliendmim cungummound pur prendfopouk prus raiksmaim prear pondkumpiend goontgandproo wem,0.7,479,1772859476.425059,2026-03-07T05:57:56.425067,0.27112799882888794,0.427006334066391,gemma-2-27b-it,27000000000,nonsense
empty: 	,0.7,507,1772859553.6224825,2026-03-07T05:59:13.622496,0.30364087224006653,0.43876034021377563,gemma-2-27b-it,27000000000,empty
"empty: 
",0.7,507,1772859630.6739244,2026-03-07T06:00:30.673930,0.3130646049976349,0.4495742619037628,gemma-2-27b-it,27000000000,empty
empty: 	,0.7,507,1772859695.8395584,2026-03-07T06:01:35.839573,0.31200626492500305,0.44862329959869385,gemma-2-27b-it,27000000000,empty
random: vLk8oNY8 HlXxVWVx5fH47H,0.7,493,1772859773.0005968,2026-03-07T06:02:53.000613,0.28684762120246887,0.43512046337127686,gemma-2-27b-it,27000000000,random
empty:   ,0.7,508,1772859850.2199197,2026-03-07T06:04:10.219935,0.31302815675735474,0.4488369822502136,gemma-2-27b-it,27000000000,empty
empty: ,0.7,508,1772859927.1069858,2026-03-07T06:05:27.107001,0.31066927313804626,0.44589874148368835,gemma-2-27b-it,27000000000,empty
explicit: Generate a sequence of random characters:,0.7,502,1772860003.9395108,2026-03-07T06:06:43.939526,0.3015417754650116,0.44075897336006165,gemma-2-27b-it,27000000000,explicit
random:  p G lEpOQXE2Bsnw,0.7,498,1772860006.9429443,2026-03-07T06:06:46.942964,0.29406312108039856,0.43628647923469543,gemma-2-27b-it,27000000000,random
empty: —,0.7,508,1772860083.4510493,2026-03-07T06:08:03.451064,0.3075230121612549,0.44111692905426025,gemma-2-27b-it,27000000000,empty
"explicit: Simulate a random number generator, output digits:",0.7,499,1772860160.1844018,2026-03-07T06:09:20.184417,0.30485260486602783,0.4483029842376709,gemma-2-27b-it,27000000000,explicit
nonsense: geakprai creantcoorpren groorwirut,0.7,497,1772860179.9909365,2026-03-07T06:09:39.990954,0.3009769022464752,0.44548672437667847,gemma-2-27b-it,27000000000,nonsense
random: Et2NQ5qArzrNr3suOipxOsdO00M4JtynqxdI,0.7,484,1772860257.0858471,2026-03-07T06:10:57.085864,0.2799372971057892,0.43389344215393066,gemma-2-27b-it,27000000000,random
explicit: Generate 50 random characters:,0.7,502,1772860334.7185955,2026-03-07T06:12:14.718612,0.31141161918640137,0.4534275233745575,gemma-2-27b-it,27000000000,explicit
neutral: Sequence:,0.7,507,1772860345.51398,2026-03-07T06:12:25.513992,0.31531062722206116,0.4526984989643097,gemma-2-27b-it,27000000000,neutral
random: qWxoxGL7j6J2PGu,0.7,498,1772860422.6642854,2026-03-07T06:13:42.664300,0.292902410030365,0.43514734506607056,gemma-2-27b-it,27000000000,random
empty: ,0.7,508,1772860499.9150815,2026-03-07T06:14:59.915097,0.3153321444988251,0.4527972936630249,gemma-2-27b-it,27000000000,empty
random: YOL FPWJYUozxd7A4Li0 ,0.7,496,1772860577.0605717,2026-03-07T06:16:17.060586,0.2908622622489929,0.4369029104709625,gemma-2-27b-it,27000000000,random
nonsense: futkint prealil katfrer drikjain frea sloungvea traikroulslen spaint ska koonkeas,0.7,480,1772860607.262717,2026-03-07T06:16:47.262732,0.27875566482543945,0.4368560016155243,gemma-2-27b-it,27000000000,nonsense
nonsense: gear blu klontswaind droosfu bleswais lean bleandea,0.7,492,1772860634.8952203,2026-03-07T06:17:14.895235,0.29622888565063477,0.4454331398010254,gemma-2-27b-it,27000000000,nonsense
nonsense: kestint brukmungswount nettrearspon,0.7,497,1772860648.4713383,2026-03-07T06:17:28.471343,0.30265215039253235,0.44783657789230347,gemma-2-27b-it,27000000000,nonsense
nonsense: blus detmoomweam klim boo star feamskufris gul trootjor frissmeas,0.7,488,1772860665.7064912,2026-03-07T06:17:45.706506,0.29084542393684387,0.44321632385253906,gemma-2-27b-it,27000000000,nonsense
empty: 	,0.7,507,1772860742.674637,2026-03-07T06:19:02.674651,0.3148360252380371,0.45223474502563477,gemma-2-27b-it,27000000000,empty
random:  tKP0Pom ifqwezn ymeX GgUCjbA k7hU1VhIfjMjB,0.7,482,1772860820.08664,2026-03-07T06:20:20.086657,0.2786327302455902,0.4338020384311676,gemma-2-27b-it,27000000000,random
nonsense: deatkeakjean croumtroosskoont troontwun troubleant flensnet prundnainsloo flontspiengtro sputwangfrem,0.7,476,1772860846.682297,2026-03-07T06:20:46.682302,0.26922306418418884,0.4279140830039978,gemma-2-27b-it,27000000000,nonsense
random: qELHOYPO5IDjzrntnv57O0pTA5N7HpluMfBPs,0.7,485,1772860924.0700557,2026-03-07T06:22:04.070070,0.2724399268627167,0.4224053621292114,gemma-2-27b-it,27000000000,random
nonsense: flousmeaslaind cron tret kolklottan drentwes gultroong trail jeaslientskoong putnomsmum voglem,0.7,478,1772860946.1086698,2026-03-07T06:22:26.108694,0.27218592166900635,0.4295698404312134,gemma-2-27b-it,27000000000,nonsense
empty: ...,0.7,508,1772861023.8045006,2026-03-07T06:23:43.804515,0.31687256693840027,0.4538985788822174,gemma-2-27b-it,27000000000,empty
explicit: Write random characters without forming words:,0.7,502,1772861038.7071416,2026-03-07T06:23:58.707158,0.305935263633728,0.446701318025589,gemma-2-27b-it,27000000000,explicit
random: MCBOcJ tme,0.7,503,1772861116.589972,2026-03-07T06:25:16.589988,0.30389726161956787,0.44250455498695374,gemma-2-27b-it,27000000000,random
empty: ,0.7,508,1772861193.8155653,2026-03-07T06:26:33.815579,0.3116956949234009,0.447715699672699,gemma-2-27b-it,27000000000,empty
random: pAUuL4  mtUQrpz41aF8RK vkIV1UFt1Dr2006 Ud4sb ikROZ,0.7,478,1772861271.5801063,2026-03-07T06:27:51.580120,0.26185256242752075,0.4168170392513275,gemma-2-27b-it,27000000000,random
empty: —,0.7,508,1772861348.6976044,2026-03-07T06:29:08.697624,0.30767956376075745,0.4420182704925537,gemma-2-27b-it,27000000000,empty
neutral: Result:,0.7,507,1772861395.641913,2026-03-07T06:29:55.641934,0.3065590560436249,0.4405384361743927,gemma-2-27b-it,27000000000,neutral
random:  4Jx3 l8S0QPnuQ0 KZe6lOGPoZ a70gy U 4gAI,0.7,481,1772861473.7078686,2026-03-07T06:31:13.707895,0.2738282382488251,0.42869865894317627,gemma-2-27b-it,27000000000,random
empty:   ,0.7,508,1772861551.2523444,2026-03-07T06:32:31.252359,0.3159959316253662,0.4526831805706024,gemma-2-27b-it,27000000000,empty
nonsense: zeksmoontglear snondhing kail,0.7,498,1772861572.1048734,2026-03-07T06:32:52.104880,0.3040379285812378,0.44901764392852783,gemma-2-27b-it,27000000000,nonsense
empty:   ,0.7,508,1772861650.2214723,2026-03-07T06:34:10.221499,0.3104502558708191,0.4458135664463043,gemma-2-27b-it,27000000000,empty
empty: —,0.7,508,1772861698.736064,2026-03-07T06:34:58.736084,0.3138205409049988,0.45011988282203674,gemma-2-27b-it,27000000000,empty
empty: _,0.7,508,1772861775.935864,2026-03-07T06:36:15.935898,0.31603312492370605,0.45266062021255493,gemma-2-27b-it,27000000000,empty
nonsense: fong slongjaim viemfeand lour trierjootroos caimklouk spoongfringblim smiengprin,0.7,480,1772861801.3495283,2026-03-07T06:36:41.349552,0.281046986579895,0.43979915976524353,gemma-2-27b-it,27000000000,nonsense
"explicit: Simulate a random number generator, output digits:",0.7,499,1772861878.7113192,2026-03-07T06:37:58.711333,0.30735960602760315,0.45118096470832825,gemma-2-27b-it,27000000000,explicit
empty:  ,0.7,508,1772861956.1521552,2026-03-07T06:39:16.152164,0.31699636578559875,0.45317599177360535,gemma-2-27b-it,27000000000,empty
neutral: Output:,0.7,507,1772861988.3572779,2026-03-07T06:39:48.357299,0.31573498249053955,0.4527484178543091,gemma-2-27b-it,27000000000,neutral
"explicit: Simulate a random number generator, output digits:",0.7,499,1772862065.2110374,2026-03-07T06:41:05.211057,0.3085179626941681,0.45281627774238586,gemma-2-27b-it,27000000000,explicit
nonsense: glecreal sler ziessnand grirgrou crangkeak bloon grusnoscrur,0.7,488,1772862088.9631357,2026-03-07T06:41:28.963151,0.291086345911026,0.44301286339759827,gemma-2-27b-it,27000000000,nonsense
random: rfeM omErX6V1t1m ,0.7,496,1772862166.306595,2026-03-07T06:42:46.306621,0.29952412843704224,0.4441964030265808,gemma-2-27b-it,27000000000,random
empty: 	,0.7,507,1772862243.0892684,2026-03-07T06:44:03.089283,0.3142143487930298,0.45199155807495117,gemma-2-27b-it,27000000000,empty
neutral: Text:,0.7,507,1772862319.7194679,2026-03-07T06:45:19.719480,0.3098362982273102,0.4449319541454315,gemma-2-27b-it,27000000000,neutral
empty: .,0.7,508,1772862396.8934944,2026-03-07T06:46:36.893521,0.31346914172172546,0.4500011205673218,gemma-2-27b-it,27000000000,empty
empty: —,0.7,508,1772862473.8132036,2026-03-07T06:47:53.813223,0.31105777621269226,0.44694170355796814,gemma-2-27b-it,27000000000,empty
nonsense: halspoor smouwursnoun jousfreas blounliple sling briet,0.7,492,1772862508.1248462,2026-03-07T06:48:28.124861,0.2936094105243683,0.44160252809524536,gemma-2-27b-it,27000000000,nonsense
nonsense: cumpra traitfoontfo glookklel slandfrongprent cungfrieldrir vuntdaing sloumnountral snisdroonfroung tiemsteantgiek snolblind,0.7,466,1772862528.3921015,2026-03-07T06:48:48.392106,0.2552427053451538,0.4215991199016571,gemma-2-27b-it,27000000000,nonsense
neutral: Write:,0.7,507,1772862605.0628378,2026-03-07T06:50:05.062853,0.3074282109737396,0.4414140284061432,gemma-2-27b-it,27000000000,neutral
nonsense: swoontstungswes mar zenpun dansmit rielklul,0.7,494,1772862621.7741723,2026-03-07T06:50:21.774194,0.29498839378356934,0.44024351239204407,gemma-2-27b-it,27000000000,nonsense
random: v IBax1jF mQdKpYVnPtd,0.7,497,1772862699.417344,2026-03-07T06:51:39.417355,0.29844915866851807,0.44213584065437317,gemma-2-27b-it,27000000000,random
explicit: Produce a uniformly random string:,0.7,503,1772862776.4998155,2026-03-07T06:52:56.499832,0.31389784812927246,0.45500457286834717,gemma-2-27b-it,27000000000,explicit
random: 5DEN8yV47KW 1uzrGg9Vn pKkuI5 s3lC5Sd1gY VEXkVCdOmQsreK8r85,0.7,466,1772862783.2427273,2026-03-07T06:53:03.242732,0.25274398922920227,0.42028117179870605,gemma-2-27b-it,27000000000,random
neutral: Start:,0.7,507,1772862802.8729854,2026-03-07T06:53:22.873000,0.2969669699668884,0.43190112709999084,gemma-2-27b-it,27000000000,neutral
random:  2Lgjf n 20m7GTGk co7wxYf,0.7,492,1772862826.2881467,2026-03-07T06:53:46.288173,0.29506805539131165,0.44342806935310364,gemma-2-27b-it,27000000000,random
nonsense: kear siel sleanspur,0.7,502,1772862854.940438,2026-03-07T06:54:14.940453,0.30812159180641174,0.448479562997818,gemma-2-27b-it,27000000000,nonsense
empty: ,0.7,508,1772862932.1909683,2026-03-07T06:55:32.190984,0.3147205412387848,0.4512135088443756,gemma-2-27b-it,27000000000,empty
nonsense: woonral grelspent sket cekceng tantjoul klongstesplon vanpleandror,0.7,488,1772862951.3301985,2026-03-07T06:55:51.330217,0.2915935814380646,0.44385039806365967,gemma-2-27b-it,27000000000,nonsense
empty: .,0.7,508,1772863028.127928,2026-03-07T06:57:08.127943,0.31928279995918274,0.4563911259174347,gemma-2-27b-it,27000000000,empty
empty:   ,0.7,508,1772863105.4339201,2026-03-07T06:58:25.433935,0.3155703842639923,0.451488733291626,gemma-2-27b-it,27000000000,empty
"explicit: Simulate a random number generator, output digits:",0.7,499,1772863183.0631917,2026-03-07T06:59:43.063207,0.309314101934433,0.45400410890579224,gemma-2-27b-it,27000000000,explicit
explicit: Create a nonsensical random sequence:,0.7,502,1772863260.814295,2026-03-07T07:01:00.814310,0.3118393123149872,0.4535497725009918,gemma-2-27b-it,27000000000,explicit
neutral: A,0.7,508,1772863337.6953983,2026-03-07T07:02:17.695417,0.30792465806007385,0.44232386350631714,gemma-2-27b-it,27000000000,neutral
explicit: Generate text with maximum entropy:,0.7,503,1772863414.9581532,2026-03-07T07:03:34.958169,0.3052777349948883,0.4431411325931549,gemma-2-27b-it,27000000000,explicit
empty: 	,0.7,507,1772863492.3619225,2026-03-07T07:04:52.361938,0.3140430748462677,0.4506068229675293,gemma-2-27b-it,27000000000,empty
empty: —,0.7,508,1772863569.794558,2026-03-07T07:06:09.794566,0.3125694990158081,0.4488544464111328,gemma-2-27b-it,27000000000,empty
random: MEGt2Wj59Z 1eUknFT,0.7,495,1772863579.945921,2026-03-07T07:06:19.945935,0.2911086976528168,0.4369892477989197,gemma-2-27b-it,27000000000,random
nonsense: noutcrisgri deand pong,0.7,502,1772863600.104482,2026-03-07T07:06:40.104491,0.3096905052661896,0.45070475339889526,gemma-2-27b-it,27000000000,nonsense
random: J40Gh VoO28FJsU8VNcegEG,0.7,493,1772863677.4834301,2026-03-07T07:07:57.483451,0.2838446795940399,0.42775216698646545,gemma-2-27b-it,27000000000,random
neutral: Begin:,0.7,507,1772863754.8136327,2026-03-07T07:09:14.813648,0.30691859126091003,0.44097569584846497,gemma-2-27b-it,27000000000,neutral
nonsense: skienspesgind grokmet miengprel,0.7,497,1772863778.160199,2026-03-07T07:09:38.160212,0.2969261109828949,0.4389948844909668,gemma-2-27b-it,27000000000,nonsense
explicit: Produce a stream of random symbols:,0.7,502,1772863855.717783,2026-03-07T07:10:55.717803,0.31014660000801086,0.4510863721370697,gemma-2-27b-it,27000000000,explicit
nonsense: zea proomflir klimklakplon kloutsongfreand,0.7,493,1772863885.88304,2026-03-07T07:11:25.883052,0.2947872579097748,0.4413452744483948,gemma-2-27b-it,27000000000,nonsense
empty:  ,0.7,508,1772863962.9722385,2026-03-07T07:12:42.972252,0.30846962332725525,0.44276443123817444,gemma-2-27b-it,27000000000,empty
neutral: Response:,0.7,507,1772864020.202508,2026-03-07T07:13:40.202523,0.31084558367729187,0.4463861584663391,gemma-2-27b-it,27000000000,neutral
neutral: A,0.7,508,1772864097.264494,2026-03-07T07:14:57.264509,0.30603983998298645,0.43908175826072693,gemma-2-27b-it,27000000000,neutral
random: K894RxgG9oiZ jgttMkFp1C W54M2NhmABHkuEwjua058L,0.7,476,1772864107.5638626,2026-03-07T07:15:07.563882,0.26809370517730713,0.4262586236000061,gemma-2-27b-it,27000000000,random
neutral: Text:,0.7,507,1772864145.2391121,2026-03-07T07:15:45.239139,0.310432493686676,0.44574737548828125,gemma-2-27b-it,27000000000,neutral
explicit: Generate 50 random characters:,0.7,502,1772864222.6192026,2026-03-07T07:17:02.619222,0.31228265166282654,0.45410361886024475,gemma-2-27b-it,27000000000,explicit
empty: .,0.7,508,1772864299.8862119,2026-03-07T07:18:19.886230,0.3106120228767395,0.4454852044582367,gemma-2-27b-it,27000000000,empty
nonsense: lultrind guplar twindblutriek staispoont saikpint breakblet twor,0.7,489,1772864325.9224088,2026-03-07T07:18:45.922433,0.29142457246780396,0.44226956367492676,gemma-2-27b-it,27000000000,nonsense
nonsense: loomdrorjiel gotglowat crusreng moukdaintkiet break,0.7,493,1772864342.7264059,2026-03-07T07:19:02.726410,0.2967228591442108,0.4444912374019623,gemma-2-27b-it,27000000000,nonsense
explicit: Generate a sequence of random characters:,0.7,502,1772864420.5157983,2026-03-07T07:20:20.515814,0.31351208686828613,0.4558734595775604,gemma-2-27b-it,27000000000,explicit
explicit: Output random letters and numbers:,0.7,503,1772864498.4631658,2026-03-07T07:21:38.463179,0.30946099758148193,0.448851615190506,gemma-2-27b-it,27000000000,explicit
random: CS KkGzJqMl vtvRfdkfHA1d LM9FZM6jhu4197ARsOOSZqV nOE7pI,0.7,472,1772864522.866949,2026-03-07T07:22:02.866959,0.25695616006851196,0.41661539673805237,gemma-2-27b-it,27000000000,random
nonsense: twoundgearplem lealgook tur pountcainpiend loorfim gikglotdous,0.7,488,1772864548.5789003,2026-03-07T07:22:28.578906,0.28730034828186035,0.43731972575187683,gemma-2-27b-it,27000000000,nonsense
neutral: Write:,0.7,507,1772864625.4462795,2026-03-07T07:23:45.446290,0.3058214485645294,0.4390450716018677,gemma-2-27b-it,27000000000,neutral
neutral: Continue:,0.7,507,1772864702.7026567,2026-03-07T07:25:02.702668,0.3178102374076843,0.45551279187202454,gemma-2-27b-it,27000000000,neutral
explicit: Create a nonsensical random sequence:,0.7,502,1772864779.6832197,2026-03-07T07:26:19.683246,0.31196752190589905,0.4536847770214081,gemma-2-27b-it,27000000000,explicit
nonsense: slouk pantfliet woun,0.7,502,1772864797.4452782,2026-03-07T07:26:37.445283,0.31014323234558105,0.45130401849746704,gemma-2-27b-it,27000000000,nonsense
nonsense: plar diendspoontsant tontstail stoor spiendkosflous soungmail,0.7,488,1772864816.1625948,2026-03-07T07:26:56.162600,0.2916540801525116,0.44384413957595825,gemma-2-27b-it,27000000000,nonsense
explicit: Write random characters without forming words:,0.7,502,1772864844.023817,2026-03-07T07:27:24.023843,0.2995964288711548,0.4380776286125183,gemma-2-27b-it,27000000000,explicit
random: 6bVzLMF7V zFta0dDSbQaWNnAE1 hsJlfD 0V6km rYjh,0.7,477,1772864885.4189808,2026-03-07T07:28:05.418992,0.2567439079284668,0.4119011163711548,gemma-2-27b-it,27000000000,random
random: E8TfaG WMYVqfwHv  R7qlO3sHoOfq ,0.7,487,1772864962.245523,2026-03-07T07:29:22.245538,0.20442497730255127,0.32111260294914246,gemma-2-27b-it,27000000000,random
explicit: Generate a sequence of random characters:,0.7,502,1772865039.3554325,2026-03-07T07:30:39.355447,0.30511489510536194,0.44678372144699097,gemma-2-27b-it,27000000000,explicit
random: gY5 lC3LYsqRk8gZHkZ,0.7,495,1772865116.51347,2026-03-07T07:31:56.513485,0.2806837558746338,0.42216411232948303,gemma-2-27b-it,27000000000,random
neutral: Continue:,0.7,507,1772865194.170359,2026-03-07T07:33:14.170376,0.3151761293411255,0.4533349573612213,gemma-2-27b-it,27000000000,neutral
nonsense: heanstuscro skasslouhis grent jantoolprook,0.7,494,1772865220.4941757,2026-03-07T07:33:40.494206,0.29653435945510864,0.44407278299331665,gemma-2-27b-it,27000000000,nonsense
empty: ,0.7,508,1772865297.6026564,2026-03-07T07:34:57.602723,0.3023443818092346,0.4361790120601654,gemma-2-27b-it,27000000000,empty
empty: -,0.7,508,1772865374.4947474,2026-03-07T07:36:14.494766,0.2989997863769531,0.43134263157844543,gemma-2-27b-it,27000000000,empty
explicit: Output random Unicode characters:,0.7,504,1772865451.7697732,2026-03-07T07:37:31.769790,0.31163179874420166,0.45200446248054504,gemma-2-27b-it,27000000000,explicit
random:  QlENCzsdfF8j61yX ZFsan2Cw 7,0.7,491,1772865468.57112,2026-03-07T07:37:48.571159,0.2845590114593506,0.43338239192962646,gemma-2-27b-it,27000000000,random
random: kr162x6 25XTCx2a E,0.7,494,1772865545.8827069,2026-03-07T07:39:05.882748,0.2847238779067993,0.4279676079750061,gemma-2-27b-it,27000000000,random
neutral: Answer:,0.7,507,1772865623.0699263,2026-03-07T07:40:23.069942,0.30339279770851135,0.4381200075149536,gemma-2-27b-it,27000000000,neutral
explicit: Simulate rolling a six-sided die 20 times:,0.7,496,1772865700.0039876,2026-03-07T07:41:40.004008,0.30175429582595825,0.4485968351364136,gemma-2-27b-it,27000000000,explicit
nonsense: feakjoutgeas zekdrekwir smaintpain,0.7,495,1772865719.150922,2026-03-07T07:41:59.150928,0.2986244261264801,0.4454577565193176,gemma-2-27b-it,27000000000,nonsense
"empty: 
",0.7,507,1772865796.274652,2026-03-07T07:43:16.274665,0.3126920461654663,0.4498251676559448,gemma-2-27b-it,27000000000,empty
random: I3 dXRZv7qdYdk2r7xgHWPB6,0.7,492,1772865873.660192,2026-03-07T07:44:33.660198,0.28458070755004883,0.4314824342727661,gemma-2-27b-it,27000000000,random
nonsense: trusnomdie meakrour brosnoum zulgleaklound,0.7,494,1772865903.614489,2026-03-07T07:45:03.614496,0.29672378301620483,0.4437478184700012,gemma-2-27b-it,27000000000,nonsense
empty: .,0.7,508,1772865980.575074,2026-03-07T07:46:20.575085,0.3041531443595886,0.4373224675655365,gemma-2-27b-it,27000000000,empty
neutral: Sequence:,0.7,507,1772866009.8088026,2026-03-07T07:46:49.808815,0.3084063231945038,0.4438815116882324,gemma-2-27b-it,27000000000,neutral
"explicit: Simulate a random number generator, output digits:",0.7,499,1772866087.9371512,2026-03-07T07:48:07.937165,0.3050524890422821,0.44886136054992676,gemma-2-27b-it,27000000000,explicit
nonsense: grutboornouk voos gleadrailhot flas breanghaing,0.7,493,1772866110.0371196,2026-03-07T07:48:30.037130,0.2938918471336365,0.44106999039649963,gemma-2-27b-it,27000000000,nonsense
nonsense: pundcemwent tint weand frekungli griwaing kakwungan boul ploobieng,0.7,489,1772866138.7215343,2026-03-07T07:48:58.721549,0.2895706295967102,0.4402662515640259,gemma-2-27b-it,27000000000,nonsense
"empty: 
",0.7,507,1772866216.3339872,2026-03-07T07:50:16.334002,0.31286993622779846,0.4500623941421509,gemma-2-27b-it,27000000000,empty
empty: -,0.7,508,1772866293.7838924,2026-03-07T07:51:33.783912,0.31014910340309143,0.4458756148815155,gemma-2-27b-it,27000000000,empty
